pid,potential_poi
1155,"[828, 1156, 1520]"
1430,"[510, 828, 1469, 1475, 2907]"
3812,"[828, 824, 1134, 1582, 1631, 4125, 2805, 1889, 4427, 61, 1010]"
4121,"[510, 1625, 2626, 3073, 4179, 911, 1611]"
2907,"[828, 2129, 4276, 3810, 2370, 2269, 1665, 1713, 3303, 1096, 1485, 3893, 2299]"
4430,"[828, 1540, 1638, 1541, 2293]"
1625,"[1430, 78, 738, 1664, 36, 2512]"
246,"[246, 3106, 1541, 226, 4290, 1052, 1577, 489, 666, 842, 4626, 1576, 3546, 36, 1444, 190, 1548]"
3106,"[489, 246, 2640, 531, 1794, 2579, 2996, 3829, 4235, 3593, 1364, 2244, 3236]"
1541,"[1541, 246, 624, 2920, 4426, 820, 2312, 1601, 3079, 2293, 3551, 1540, 3000, 4195, 2670, 1556]"
4290,"[246, 2406, 822, 1077, 4259, 1638]"
1052,"[246, 3106, 842, 489, 1052, 3759, 1703, 190, 1755, 3593, 3846, 1123, 1548, 2512, 1659, 210, 1224, 2230, 1698, 3111, 3074, 4014, 1632, 2640, 324, 422]"
190,"[246, 1052, 190, 1615, 1716, 1762, 23, 4242, 78, 1168, 3759, 3108, 2617, 2894, 2331, 1325, 406, 61, 3404]"
842,"[246, 190, 1052, 1313, 368, 1042, 2808, 1911, 842, 2510, 3358, 3396, 3817, 1147, 2114, 1166, 2552, 3369]"
666,"[1052, 368, 870, 1256, 2679, 4013, 666, 1018, 3151, 1638, 4775, 406, 1680, 363, 2870, 2038, 1696, 3842, 1303, 2606, 650, 1778, 151, 1555, 4874, 311, 2299, 2939, 324]"
4626,"[1052, 4186, 4521, 4208]"
4356,"[489, 354, 2444, 4009, 2195, 4414, 3508, 2324, 4547, 5078]"
3546,"[3299, 814, 4789, 3098, 3609, 1837, 3546, 3465, 3732]"
3299,"[2512, 1744, 1893, 324, 3299, 3638, 4541, 5043, 1678, 1224, 4306, 4732, 2640]"
247,"[1553, 247, 3615, 2765, 842, 851, 1595]"
1553,"[2765, 1458, 4089, 2028, 3482, 2866, 727]"
2765,"[2926, 26, 3615, 23, 76, 247, 3423, 376, 4663, 3905, 1173, 2732, 1925, 1918, 4297, 3249, 2292, 4266]"
3615,"[2765, 3615, 76, 2711, 1712, 1659, 1903, 324]"
1204,"[3615, 3820, 1536, 1753, 3735, 20, 2913, 669]"
3423,"[151, 18, 283, 3423, 4029, 4103, 1932, 4093, 2293, 1824, 4217, 4788, 1638, 4760, 502]"
2711,"[1104, 848, 537, 3179, 2359, 4458, 4664]"
552,"[1241, 1766, 552, 1846, 1393]"
1241,"[1393, 1846, 552, 1766, 1241]"
1393,"[552, 1766, 1475, 1241]"
1766,"[1241, 1846, 552, 1393, 1766]"
1846,"[552, 1766, 1393, 1241]"
3198,"[151, 443, 3198, 249, 2293, 2844, 1015]"
3233,"[76, 1195, 3233, 4311, 1343, 328, 3261, 1236, 1904, 2355, 3662, 129, 4535, 3925, 78]"
256,"[151, 1543, 292, 13, 84, 2878, 3514, 1700, 2769, 3304, 1632, 324, 2844, 1490, 1227, 2685, 3254, 462, 1224, 3890, 3207, 3578, 2384]"
2111,"[249, 2184, 1126, 1579, 1036, 3928, 2111, 2859, 3528, 3252]"
3206,"[76, 2036, 383, 1614, 4299, 3650, 1022, 5049, 3153]"
1889,"[102, 56, 2652, 3198, 429, 1761, 3628, 249, 3038, 2437]"
1032,"[3198, 2191, 903, 1947, 2953, 2308, 254, 1807]"
4352,"[249, 5002]"
1582,"[1767, 2028, 2136, 3286, 423, 3223, 335, 1293, 4588, 3141]"
2348,"[252, 2136, 4150, 3324, 102]"
2588,"[2590, 2132, 4028]"
2136,"[187, 2075, 2819, 31, 2132, 1157, 1582, 2136, 2217]"
2075,"[2132, 783]"
3992,"[3601, 1458, 385, 3716]"
3324,"[2590, 4097, 3241, 617, 26, 1464, 3196, 3595, 4927, 151, 4373, 2788, 1100, 2749, 793, 2921, 1212, 1484, 4458, 4100, 1777, 3170, 2545, 1313, 897, 1874]"
3122,"[4226, 2790, 3848, 3206, 3130, 4262, 1608, 899, 2549]"
4226,"[2136, 4753, 3790, 1281, 1820, 4185, 889, 4269, 2340]"
530,"[2132, 2270, 44, 2644, 1346, 3080, 324, 2065, 1426, 500, 845, 761, 887, 4512, 1762]"
2964,"[2136, 760, 3150, 1030, 3080, 4457, 2694, 3716, 1067, 763, 3222, 2939, 3131, 4114, 1995, 61, 3937, 278, 2447, 1654, 4714, 4904, 1161, 3601, 4994, 427, 2467]"
2217,"[288, 342, 4151, 3320, 1532, 541, 2918, 357]"
288,"[2588, 1036, 1512, 968, 1750, 2795, 3325, 2461, 1977, 632, 1589, 229, 757, 3595, 1784, 93, 4260, 3286, 2495, 1075, 956, 4191, 3213, 1678, 4929]"
1355,"[1429, 688, 1612, 439, 1548, 1459]"
2422,"[383, 1475, 3104, 1312, 2447, 3845, 1730, 2007, 3345, 1923]"
2049,"[2447, 2299, 3769, 545, 3679, 4183, 82, 1903, 2939, 1967, 252, 3268]"
2046,"[254, 354, 3615, 757, 2815, 1376, 2057, 2046, 2289, 2311, 2749, 5061, 4458, 3350]"
417,"[5058, 2324, 417, 4097, 2046, 4520, 777, 1731, 1173, 2537, 1779, 82, 4540, 4261]"
5058,"[2833, 3350, 2128, 442, 5058, 5061]"
366,"[383, 1119, 493, 845, 2049, 3180, 1281, 2023]"
255,"[862, 255, 3681, 1682, 4136, 1489, 1027, 4010, 868, 4589, 1962]"
862,"[862, 1489, 255, 95, 3752, 4268, 1027, 3839, 31, 4136, 4164, 3016, 3681]"
1489,"[1493, 4136, 4223, 4612, 833]"
1493,"[1962, 333, 226, 1460, 1842, 1971, 668, 2488]"
1962,"[862, 255]"
3752,"[1707, 278, 1863, 1445, 337, 4618, 1734, 324]"
4136,"[255, 4436]"
4268,"[4136, 3196, 3811, 2889, 330]"
1027,"[255, 862, 3719, 2325, 1173, 273, 1027, 2047, 360, 2072, 3200, 1918, 4302, 4740, 2969, 4289, 2212, 1541, 1801, 4274, 4608, 416, 3132]"
3839,"[3681, 290, 291, 1741, 4554, 4560, 2321]"
4436,"[862, 2660, 418, 4419, 1243, 2150, 3951, 4465, 1120, 1532, 4445]"
4010,"[862, 941, 1219, 727, 170, 20, 249]"
4164,"[255, 1260, 3329, 2196]"
4589,"[862, 4228, 582, 577, 575, 595, 2481, 3826, 4315, 3619, 1208, 3436, 3772, 104, 4243, 2333, 598, 1304, 2350, 868, 78, 1693, 4317, 3708, 4589, 3354, 1935, 3324, 1170, 195, 4267, 4421, 4453, 1659]"
3348,"[3000, 3246, 2310, 1439, 102, 2387, 4379, 1032, 2935, 3681, 5078, 2595, 4846]"
1123,"[3837, 3095, 1987, 2899, 2544, 3207, 3863, 4481, 3066, 4527, 381]"
2510,"[1778, 1196, 2065, 2521, 20, 324]"
1778,"[515, 4399, 759, 1195, 3468, 2289, 2749, 666, 897, 128, 2862, 352, 1778, 1925, 3797, 2959, 475, 2139, 1572, 3111]"
3189,"[2702, 3702, 474, 3189, 2437, 3254, 234, 771, 876, 3760, 899, 1982, 516, 2371, 2340, 3679, 3080, 4531, 1504, 406, 3356, 3079, 1791, 2971, 1839, 576]"
2702,"[1024, 384, 277, 3590, 3628, 4893, 1458, 1820, 1923, 3470, 998, 3063, 412, 3014, 1925, 4099, 2517, 1916, 2077, 2903, 3190, 61, 1576]"
1024,"[102, 226, 2478, 3519, 3001, 945, 3120]"
2268,"[617, 1839, 3365]"
3270,"[1791, 356, 3122, 1276, 4146, 3032, 2571, 3790, 4926, 2762]"
474,"[3837, 1075, 1785, 438, 1548, 1803, 955, 1276, 4382, 2887, 3832, 23, 1496, 4229, 158, 2688, 2664, 3578, 3447, 1987, 1947, 1966, 4878, 2525]"
3986,"[61, 3372, 4966, 3986, 3817, 798, 169, 1010, 2355, 257, 2761, 3574, 206]"
3241,"[3001, 20, 2510, 2715, 3686, 3246, 3296, 4920]"
3001,"[102, 3696, 2284, 536, 4238, 3001, 3283, 1024, 2926, 3562, 625, 4422, 516, 4967, 257]"
4349,"[3238, 718, 3511, 2077]"
4151,"[324, 18, 1276, 2882, 3590, 76]"
372,"[335, 1898, 1731, 337, 1458, 1553, 1927, 3302, 3512]"
259,"[260, 83, 1118]"
260,"[358, 83, 2052, 3618, 4604, 390, 1953, 2914, 2188, 4297, 2196, 598, 2572, 4836, 4842, 172, 170]"
358,"[139, 358, 1821]"
1821,"[1864, 139, 358, 3700, 3882, 1944]"
1943,"[1944, 576, 2227, 3112, 3252, 2537, 2675]"
1944,"[1864, 1944, 1044, 4718, 1363]"
2989,"[1578, 1044]"
262,"[262, 1849, 20, 3102, 4386, 4429, 1030, 3655, 1371]"
1849,"[262, 475, 4907]"
3102,"[860, 3729, 84, 2943, 4912, 3890, 2340, 3765, 2874, 2871, 3688, 4431, 3102]"
860,"[262, 4512, 4335, 860, 889, 887, 4073]"
4386,"[262, 3393, 3864, 684, 2951, 1219, 257, 4534, 1816]"
4429,"[262, 2282, 2010, 3733, 1611]"
264,"[266, 1085, 2814, 3007, 1387, 1909, 882]"
266,"[446, 264, 11, 1909, 1085, 4383, 3563, 1040, 2150, 3960, 1487, 266, 4850, 2939]"
446,"[1085, 1656, 2913, 2076, 4150, 2084, 1771]"
1085,"[1085, 1387, 266, 1742, 2983, 264, 312, 4918, 3148]"
1909,"[1085, 1387, 1816, 1400, 1106, 2380]"
2814,"[264, 2149, 2814, 4428, 1249, 1485, 2293]"
3007,"[1381, 1761, 1824, 4531, 312, 3733, 332, 1527, 1106, 257]"
3166,"[1903, 1426, 2984, 4442]"
1903,"[3297, 414, 3779, 1729, 3887, 2352, 1988, 1475, 50, 35, 83, 249, 21, 1903, 142, 4713, 3176, 151]"
3297,"[1400, 392, 84, 1202, 2860, 4276, 4171, 3788, 2914, 3074, 1765]"
1426,"[1742, 1445, 264, 1400, 2703, 2715, 759, 1461, 146, 318, 1557, 1051, 2167, 3894]"
2480,"[3698, 1981, 1750, 428, 4153, 3084, 2451, 2657, 1807, 2990, 2595, 2749, 4375, 76, 324, 3812]"
3698,"[1400, 2570, 851, 1306, 3774]"
4383,"[264, 986, 3516, 4110, 3308, 4994, 3604, 3322]"
2371,"[2749, 2143, 4567, 2371, 2669, 2649, 1520]"
3563,"[1909, 3611, 414, 76, 1426, 2299, 3208]"
265,"[809, 985, 61, 1203, 333, 4085, 1724, 1282, 363, 95, 2041, 23]"
809,"[947, 265, 809, 3145, 61, 3662, 985, 2676, 328, 2700, 4426, 4791]"
947,"[985, 102, 3527, 727, 2788, 947, 4331, 4237, 4774, 1925, 2483, 1094, 3345, 3510, 4501, 1765]"
985,"[985, 18, 226, 809, 265, 2908]"
2908,"[2044, 809, 2882, 465, 3294, 4303, 3282, 1700]"
2700,"[324, 849, 875, 2210, 3692, 1887, 1988, 3795, 1010, 2570, 4283]"
2628,"[809, 1276, 434, 1603, 424, 4827]"
4426,"[3145, 518, 761, 1505, 1880, 1614, 3279, 717, 1761, 4844, 4990]"
2516,"[357, 2721, 700, 23, 688, 1544, 2902, 3694, 424, 4160]"
1343,"[20, 716, 855, 328, 3660, 3464]"
2894,"[328, 3108, 126, 3246, 956, 4547, 2894, 1734, 2442]"
3077,"[3372, 1691, 31, 151, 2765, 280, 2662, 3251]"
3881,"[4148, 310, 4017, 1578, 2853, 2502, 3057, 438]"
4148,"[1528, 293, 336, 357, 930, 1179, 2714, 3980, 1311, 288, 2510, 2654, 2538, 324]"
1717,"[3356, 3088, 1609, 3551, 1892, 337, 1638, 3951, 2305, 226]"
3356,"[442, 4502, 3455, 1512, 1792]"
3281,"[1812, 3265, 249, 285, 1873, 945, 3281, 3430, 4945, 4873]"
3242,"[2678, 2822, 1475, 3764, 2451, 945, 3181, 226, 197, 4794]"
843,"[102, 843, 1196]"
4499,"[843, 3397, 4370]"
3959,"[102, 3044, 868, 51, 3520, 3777, 3959, 2413, 1134, 3733, 4738]"
270,"[849, 270, 1487, 4075, 4961]"
849,"[270, 849, 738, 1637, 1205, 61, 2858, 1829, 1381, 1797, 1018, 3041, 4055, 1170, 1389, 2997, 3538, 2183, 2430, 2926, 3084, 2899, 2698, 322, 1577, 3073]"
738,"[1362, 2700, 738, 849, 977, 2060, 3155, 2427, 4457, 2626, 845, 2237, 669, 1861, 1212, 320, 1018, 4379, 3769, 3348]"
1637,"[849, 3459, 3237, 4158, 1637, 1526, 82]"
1829,"[270, 1205, 89, 3152, 3227, 2891, 4062, 3718, 3790]"
1284,"[1671, 1284, 1096, 102, 3939, 3959, 2432, 4402]"
3854,"[2432, 2109, 2956, 3823, 3854, 506, 3899, 102, 4655]"
3568,"[1950, 1703, 3115, 717, 1746, 3939, 3632, 4859]"
275,"[1173, 76, 3871, 3930, 3410]"
2297,"[2239, 2057, 3167, 406, 4995, 3180, 908]"
2239,"[159, 1789, 300, 2239, 3105, 1257, 1170, 2585, 4544, 1652, 4600, 4801, 1591, 2197, 89, 1183, 257, 352, 226, 442, 1645, 4477]"
1531,"[3486, 175, 1531, 2829, 2851, 1687, 1632, 2859, 406, 4052, 2013, 2648, 770, 2008, 3946, 774, 3965, 3314, 3189, 3591, 151, 3836, 4531, 1786, 2657, 1325, 3102, 254, 4162, 4918, 674, 2874, 1528, 4797]"
4059,"[3213, 3527]"
2829,"[1531, 278, 2055, 3528, 1614, 3156, 2829, 43, 3363, 1386, 93, 2305, 4065]"
4686,"[1531, 3461, 2703, 443, 2413, 1508, 3254, 1873, 2675, 4735, 4002, 684]"
2859,"[1531, 1579, 1018, 129, 1784, 689, 1679, 2705, 1379, 1193, 318, 76, 4893, 462, 1990, 4471, 4401, 1281]"
277,"[31, 3660, 2927, 3891, 1077, 1464, 277, 1475, 3913, 2657, 93, 1967, 76]"
3183,"[1820, 2304, 2702, 3260, 2926, 3787, 1179, 3717, 3508, 3133, 1791]"
1820,"[31, 1458, 2386, 891, 3847, 3015, 3132, 3122, 2571, 4249, 3317, 2556, 3013, 2865, 1329]"
664,"[3080, 3246, 1350, 613, 578, 2387, 4537]"
3080,"[277, 4923, 417, 2270, 530, 2865, 427, 2985, 2523, 149, 2968, 2888, 2955, 3076, 1739, 3295, 1745, 3224, 3682, 20, 2480, 3189, 1621, 1124, 3824, 4844]"
4289,"[2277, 3199, 1649, 3467, 1306, 2969, 226, 1563, 2979]"
2005,"[2702, 2556, 600, 3304, 3595, 757, 1603, 3172, 1737]"
3628,"[31, 2961, 510, 1887, 1030, 3290, 707, 1232, 4043]"
4368,"[2652, 2458, 2111]"
2001,"[31, 3473, 1018, 2213, 3377, 2553, 2540, 3317, 423, 3771, 2310, 1439, 682, 856, 2935, 4611, 3216, 1582, 1563, 1124, 3312, 4231, 4200, 1496, 2049, 3789, 507, 4195, 2955, 1832, 3427, 1112, 3013, 459, 2001, 1269, 4258, 3177, 1872, 419, 2657]"
3927,"[1876, 377, 4801, 249, 4786, 3354, 3927, 1707, 151, 1030]"
1876,"[277, 771, 3169, 3014, 1179, 617, 4304, 2935, 257]"
4923,"[1372, 4923, 3246, 2106, 3286, 2645, 1135, 332, 4603, 2927]"
1372,"[4923, 2075, 1921, 3111, 334, 783, 1743, 443, 771, 1372, 2512]"
3801,"[4855, 2114, 406]"
4855,"[762, 1135, 1651, 3652]"
762,"[4923, 1125, 762, 3176, 1018, 1589, 3324, 2280, 175, 2738, 2823]"
1135,"[2702, 3790, 771, 3470, 1466, 84, 2539, 3901, 2690, 3508, 2334]"
2645,"[4923, 1928, 1603, 1576, 4168, 2006, 324]"
332,"[31, 4923, 2570, 61, 3209, 3015, 1728, 3189, 332, 2340, 766, 4102, 1966, 4145, 899, 4171]"
4603,"[31, 1104, 3152, 4978, 1773, 3133, 4450]"
278,"[460, 1685, 278, 2829, 3498, 3413, 2862, 1106, 3752, 3146, 1873, 3850, 1576, 3541]"
1685,"[278, 1576, 1900, 1502, 56, 1451, 443, 4173, 3073, 369, 4482, 3016, 54, 1528, 4527]"
1188,"[278, 3228, 460, 76, 3714, 458, 2117, 4557, 1488, 3364]"
3498,"[278, 4584, 3498, 1814, 1707, 42, 321, 1431, 2685]"
2694,"[278, 1785, 2570, 1380, 4805, 4775, 3446, 3222, 2729, 2747, 1761, 1533, 227]"
2493,"[3752, 927, 2440, 131, 36, 3121, 69, 2489]"
1863,"[3146, 3498, 1874, 3183, 3740, 3722, 1863, 4802, 5003, 3497, 2991, 3896, 3314, 3213, 3963]"
2714,"[3752, 320, 1010, 61, 2291, 1778, 1750, 2046, 3596, 1020, 3788, 4375, 3115, 2326]"
4584,"[3498, 278, 3439, 1873, 182]"
3850,"[1812, 292, 2810, 1488, 324, 3760, 2916, 1928, 3297, 3308, 3927]"
1433,"[1106, 3208, 2261, 3869, 3272, 1433, 3984, 3179, 568]"
3222,"[3179, 1270, 3716, 3992, 2990, 141, 3222, 1020, 2939, 4994]"
3179,"[3325, 1106, 1433, 4519, 2261, 1576, 537, 3233, 3179, 4341]"
3325,"[1106, 61, 4052, 3423, 324, 2921, 1292, 3990, 2129, 1682, 2812, 3604]"
3869,"[3179, 1433, 1106]"
3984,"[1106, 2261, 3272]"
3272,"[1873, 1106, 3869, 4202, 1614, 427, 3148, 336, 3108, 3283, 2865, 4, 666, 371]"
4202,"[3272, 2261, 3794, 2862, 2044, 1870, 4202, 423, 2489]"
280,"[538, 1385, 289, 2687, 4176, 142, 443, 2105, 2878, 280, 3304, 2278, 3077, 1381]"
1392,"[538, 2210, 2687, 676, 289, 1487, 2513, 3408, 4707, 4121, 1540, 1576, 1966, 4554]"
676,"[490, 676, 538, 2687, 3041, 1392, 2721, 335, 3340, 2369, 4463, 1872, 757, 36, 1903, 3294]"
3462,"[676, 1578, 805, 324, 709]"
2687,"[2687, 1392, 280, 676, 289, 2806, 490, 1078, 1015, 159, 249, 4228, 1534, 2500, 177, 4555, 4541]"
1880,"[2687, 440, 991, 3055, 3636, 3717, 1504, 948, 2087, 2171, 2097, 2003, 1555]"
2806,"[23, 2890, 1880, 4176, 2105, 3491, 3354]"
284,"[284, 2047, 324, 3223, 1568, 1733, 2521, 1968, 1039, 3363, 2669, 460, 215, 4848, 3549]"
1921,"[1925, 1797, 2749, 1198]"
4417,"[2451, 1743, 3056, 4457, 2088, 1307, 4417, 61, 406, 2714, 2513, 2901]"
3223,"[284, 1576, 3181, 2423, 102, 224, 1638, 1311, 76, 4154, 945, 3674, 3372, 3115, 394, 668, 2851, 1928, 328]"
1968,"[2688, 284, 4402, 4034]"
1039,"[284, 631, 1222, 3486, 474, 3885, 61, 1015, 4306]"
3363,"[284, 2683, 3070, 4168, 2370, 1456, 3954, 2512, 1030, 3682]"
1700,"[2917, 1872, 36, 1417, 3308, 2956, 3325, 1015, 4314]"
4848,"[684, 1966, 2100, 324, 3534, 1592]"
783,"[867, 969, 783, 102, 43, 2075, 1372, 3729, 2876, 3199, 3329, 1961]"
3019,"[783, 1907, 2512, 5048, 3593, 2072, 1717, 3674, 4076]"
1797,"[783, 4263, 3877, 3824, 1812, 849, 2887, 3142, 1334, 3468, 2749, 2281]"
3519,"[783, 102, 482, 2044, 3792, 2743, 849, 3254, 324, 716, 3139]"
286,"[1915, 286, 176, 1591, 1183, 343, 4679, 159, 644, 3285]"
1915,"[1915, 1591, 286]"
4050,"[1591, 286, 4051, 3278, 2199, 176, 343, 2411]"
287,"[287, 3030, 3225, 1773, 3673, 845, 2883, 1544, 1977]"
3030,"[3225, 287, 18, 3030, 3228, 2990, 1773, 3355, 3847]"
3225,"[3228, 3673, 3030, 3169, 2903, 1129, 689, 2698]"
3228,"[287, 3030, 3760, 1030, 1773, 2478, 3355, 2990]"
2873,"[3079, 1188, 798, 324, 3249, 823, 76, 1885, 1511, 3850]"
4457,"[1781, 423, 1179, 738, 2443, 1268, 102, 370, 2291, 3377, 2330, 4457, 3015, 1995, 2700]"
1781,"[364, 4711, 3520, 799, 3974, 2241, 2247, 3281, 4945]"
3355,"[3228, 3225, 2890, 3030, 3355, 3079, 3223]"
2890,"[3030, 1792, 3179, 1918, 726, 2270, 1786, 3360, 364, 771]"
4070,"[3355, 2572, 2087, 702, 102, 659, 3689, 1751]"
1036,"[1100, 2461, 2795, 1579, 1036, 2654, 1198, 4477, 2239, 3495, 1919, 1053, 2169]"
1100,"[288, 3300, 1167, 1059, 2032]"
1512,"[1555, 2707, 434, 1214, 357, 3268, 1119, 2762, 2257, 3994, 1873, 1791, 2865, 3377, 3905]"
968,"[2461, 250, 968, 1346, 1391, 3217, 4222, 3002, 36, 4654]"
2461,"[1036, 2556, 2461, 288, 2795, 3071, 3325, 4052, 1680, 1204, 1576, 224, 3174]"
2795,"[2461, 288, 1892, 4052, 3325, 2795, 4775, 1531, 3820, 858, 1807]"
3071,"[2461, 2447, 4432, 2345, 3114, 2674, 3111, 1951, 292]"
4052,"[1036, 3533, 3218, 1638, 1923, 1380, 2788, 3893, 3194, 1269, 4052, 1807, 4862, 4866]"
3599,"[692, 2749, 2196, 1260, 4554, 745, 2816]"
692,"[175, 288, 328, 61]"
4042,"[288, 1729, 2113, 674, 2790, 3414, 986, 142, 4316]"
3820,"[2795, 1926, 812, 702, 3099, 1063, 2860, 2331, 3282, 2209, 245, 1654, 4874]"
1923,"[2795, 1458, 645, 1281, 1297, 3907, 2542, 2614, 1175, 3689]"
1240,"[1892, 1685]"
290,"[291, 1741, 3000, 2379, 3681, 3839, 290]"
291,"[1741, 290, 291, 3839, 1964]"
1741,"[290, 1741, 3089, 291, 3839, 3681, 416, 3467, 2969, 3330]"
3089,"[291, 1873, 3884, 1323, 1925, 3089, 1646, 474, 908]"
3675,"[1741, 4276, 715, 4622, 3202, 416, 2712, 2991, 4694, 179, 4210, 1863]"
2379,"[1545, 1994, 1860, 3436]"
3467,"[151, 1930, 4289, 2336, 4528]"
4554,"[1741, 798, 1646, 4399, 2072, 2196, 3681, 3675, 1553, 1664, 1638]"
1600,"[292, 5025, 898, 357, 2061, 2257, 3657, 1993, 325, 3146, 2996]"
4307,"[292, 4307, 2065, 2451, 3089, 2288, 1173, 4259, 1979]"
4805,"[1873, 3210, 2769, 1762, 2844, 2953, 4356, 2321, 1730, 1563, 179, 4138, 4297, 4664, 4370]"
3135,"[292, 3147, 3029, 1659, 462, 2714, 5017]"
3026,"[292, 2478, 3774, 1035, 2711, 129, 3026, 1995]"
3482,"[292, 3598, 2418, 1145, 2291, 375, 3207, 3343, 4273, 3322]"
2305,"[102, 1317, 375, 2876, 4886, 224, 3650, 3884, 2084, 2756, 4609, 2881, 3516, 2902]"
1317,"[102, 1278, 897, 3207, 2462, 57, 1459]"
2035,"[1197, 1179]"
2335,"[226, 1381, 3202, 3207, 2954, 3620]"
4116,"[4116, 1737, 1325, 324, 4263, 595, 102, 2244]"
4168,"[2241, 3593, 2700, 1051, 2023, 1426, 142]"
2053,"[170, 2054, 2053, 2748, 897, 324, 2566, 4362]"
3063,"[226, 406, 2474, 3159, 2284, 3556, 2927, 941, 3468, 1532, 3126, 3132, 324]"
294,"[296, 316, 294, 2598, 317, 3405, 3544]"
296,"[298, 316, 294, 296, 3544]"
316,"[317, 3405, 3560, 3544, 294]"
3405,"[294, 296, 3544, 316, 317]"
3544,"[3560, 3544, 317, 296, 3405, 2538]"
3560,"[3560, 296]"
302,"[477, 1295, 2377]"
477,"[1864, 1295, 477, 3229, 2421, 3392, 302, 3158, 4440]"
1295,"[2421, 169, 704, 1254]"
2421,"[477, 3392, 572, 3158]"
3392,"[3392, 477, 1295, 2421, 302, 4109, 1262, 3158]"
572,"[477, 572, 325, 4717, 2360, 4928, 3387, 333, 1300, 4027, 4056, 3721]"
2377,"[477, 176, 693, 2222, 1120, 61]"
4109,"[3158, 477]"
1262,"[477, 704, 1262, 1569, 4440, 3029, 2360]"
4440,"[1170, 704, 3045, 4385, 4976]"
304,"[324, 1289, 304, 2080, 1585, 3760, 1247, 649]"
1289,"[2080, 324, 3061, 304, 1289, 331, 1426, 3296, 791, 3986, 3358, 1538, 4433, 941, 3396, 955]"
2080,"[304, 324, 1289, 2080, 4141]"
305,"[333, 3357, 324, 5078, 2923]"
847,"[151, 847, 305, 3357, 1639, 2811, 3191, 3276, 380, 343, 61, 82]"
2811,"[2811, 1170, 847, 305, 3357, 61, 325]"
1639,"[3357, 305, 3553, 4928, 333, 2146, 1420, 2042, 649, 2970]"
3357,"[847, 333, 78, 3357, 2811, 588]"
527,"[847, 2811, 410, 4801, 1866, 257, 138, 3197, 1156]"
3191,"[2811, 3191, 324, 2854, 333, 1639, 325, 2797]"
325,"[2811, 2256, 4082, 572, 649, 325, 380, 2063, 2499, 929, 2592, 3191, 2983, 3756, 1561, 4824]"
588,"[1639, 2592]"
308,"[516, 2643, 504]"
541,"[410, 1276, 337, 766, 1012, 3170, 883]"
3410,"[3410, 275, 309, 2888, 3930]"
3930,"[3410, 494, 333, 3930, 1627, 4826, 2959, 2917]"
2888,"[1790, 1690, 4835, 3213, 1777, 901, 2940, 1991, 61, 4943, 3084]"
1790,"[309, 3018, 1797, 2565, 4222]"
3018,"[2065, 1794, 4748, 2364, 3728, 4274, 207]"
4826,"[3930, 78, 4826, 1690, 1170, 1526, 1748]"
1690,"[4826, 1660, 2042, 1690, 4230]"
2959,"[4592, 131, 3885, 2730, 950, 3058, 128, 2956, 2699, 507, 515]"
1748,"[4826, 4171]"
1646,"[310, 2218, 726, 2890, 498, 1209, 489, 324, 2587, 1646, 3449, 3014, 5075]"
2506,"[310, 378, 2506, 442, 1041, 434, 4286, 3998, 400]"
2551,"[310, 2564, 2551, 151, 3537, 2626, 1750, 1904, 4777]"
2218,"[151, 2587, 726, 489, 1646, 1560]"
3937,"[2506, 4515, 1670, 1668, 1941, 2311, 1966, 4936, 3398, 1123]"
4017,"[151, 1151, 1505, 3241, 4393, 1686, 249, 4017, 3030, 2816, 2657, 1485, 2463]"
2492,"[763, 3282, 2884, 3759, 1219, 3264, 1555, 335, 4750, 283]"
763,"[3291, 1767, 84, 760, 292, 61, 2489, 2466, 1923, 3539, 3716, 2972, 2690, 462, 889, 2494, 2726, 318]"
1635,"[1385, 93, 1659, 3699, 406, 311, 1555, 2556, 1297, 956, 1475, 2749, 1925, 3830, 1135, 2478]"
3597,"[1385, 310, 1644, 3285, 2063, 4266]"
2386,"[1319, 2702, 1736, 2386, 1458, 1671, 2481, 61, 3038, 3679, 4688, 1450, 1820, 328, 2041, 4523, 371, 2570, 1664]"
1319,"[1458, 1504, 2447, 61, 2391, 865, 845, 3013]"
3068,"[2386, 4383, 926, 488, 1012, 2495, 1659, 2927, 128, 1029, 403, 391]"
4688,"[2386, 2788, 656, 18, 791, 441, 1458, 4910, 3319]"
1450,"[1659, 3507, 61, 2451, 1198, 905, 1276, 142, 2726, 2925]"
2041,"[1458, 38, 879, 2105, 1046, 883, 3468, 381, 3084, 2556, 2762]"
313,"[2050, 844, 1930, 313, 3631, 3489, 3915, 3196, 2770, 2772]"
844,"[3631, 3915, 313, 897, 844, 2051, 3845, 1475, 3882, 363, 743, 4601, 3727, 3457]"
3631,"[313, 3631, 844, 743, 1948, 4171]"
3915,"[844, 2051, 4219]"
743,"[313, 771, 844, 1, 3882, 743, 2052, 677]"
4607,"[3631, 4607, 844, 392, 1180, 1276, 4698, 4694, 4695]"
1948,"[4607, 1743, 179, 1948, 4673, 1930, 4171, 2964, 4398, 1769]"
3845,"[3631, 525, 76, 1735, 1028, 2883, 2152, 3189]"
2980,"[3631, 993, 333, 2772, 2051, 2770, 2162, 313, 1313, 2980, 833, 4714]"
4171,"[2985, 1741, 4308, 4171, 179, 1948, 3366, 102]"
1382,"[3034, 3709, 4179, 1638, 4912, 3330, 226]"
315,"[329, 769, 315, 801, 355, 3439]"
355,"[329, 355, 23, 439, 769]"
